RoomID,Capacity,WheelchairAccess,Projector,Computer,FloorLevel
R0606,29,TRUE,TRUE,TRUE,4
R0607,15,FALSE,FALSE,TRUE,8
R0608,50,TRUE,TRUE,TRUE,4
R0609,16,FALSE,FALSE,TRUE,2
R0610,42,FALSE,FALSE,TRUE,8
R0611,14,FALSE,TRUE,TRUE,7
R0612,48,FALSE,TRUE,FALSE,3
R0613,43,TRUE,FALSE,TRUE,6
R0614,11,TRUE,FALSE,TRUE,3
R0615,31,FALSE,TRUE,TRUE,3
R0616,14,FALSE,FALSE,FALSE,6
R0617,30,TRUE,TRUE,FALSE,2
R0618,15,TRUE,FALSE,TRUE,10
R0619,34,TRUE,TRUE,TRUE,10
R0620,6,TRUE,TRUE,FALSE,10
R0621,5,TRUE,TRUE,FALSE,8
R0622,12,FALSE,TRUE,FALSE,8
R0623,43,TRUE,FALSE,FALSE,8
R0624,35,FALSE,TRUE,FALSE,9
R0625,37,FALSE,TRUE,FALSE,3
R0626,24,TRUE,FALSE,TRUE,8
R0627,36,TRUE,TRUE,TRUE,8
R0628,41,TRUE,FALSE,TRUE,5
R0629,43,TRUE,FALSE,FALSE,3
R0630,30,TRUE,TRUE,TRUE,3
R0631,26,TRUE,TRUE,TRUE,7
R0632,29,TRUE,FALSE,TRUE,9
R0633,17,FALSE,TRUE,FALSE,6
R0634,19,TRUE,FALSE,TRUE,6
R0635,47,FALSE,FALSE,FALSE,6
R0636,6,TRUE,TRUE,TRUE,9
R0637,11,FALSE,TRUE,FALSE,8
R0638,18,TRUE,FALSE,TRUE,10
R0639,26,FALSE,FALSE,TRUE,4
R0640,19,FALSE,TRUE,TRUE,6
R0641,37,FALSE,FALSE,TRUE,3
R0642,31,FALSE,TRUE,FALSE,2
R0643,40,TRUE,FALSE,FALSE,5
R0644,16,FALSE,FALSE,FALSE,5
R0645,10,FALSE,TRUE,FALSE,4
R0646,31,FALSE,TRUE,TRUE,3
R0647,25,FALSE,FALSE,TRUE,7
R0648,16,TRUE,FALSE,TRUE,1
R0649,35,FALSE,TRUE,FALSE,3
R0650,26,TRUE,TRUE,FALSE,6
R0651,27,TRUE,FALSE,FALSE,2
R0652,7,FALSE,TRUE,TRUE,10
R0653,47,TRUE,TRUE,FALSE,2
R0654,23,TRUE,FALSE,TRUE,7
R0655,36,FALSE,FALSE,FALSE,5
R0656,20,FALSE,TRUE,TRUE,2
R0657,45,TRUE,FALSE,TRUE,10
R0658,48,TRUE,TRUE,FALSE,7
R0659,25,TRUE,TRUE,FALSE,1
R0660,15,TRUE,FALSE,TRUE,8
R0661,22,FALSE,TRUE,FALSE,6
R0662,19,TRUE,TRUE,TRUE,10
R0663,35,FALSE,FALSE,FALSE,4
R0664,44,FALSE,FALSE,FALSE,10
R0665,13,TRUE,FALSE,TRUE,5
R0666,46,TRUE,TRUE,TRUE,10
R0667,36,FALSE,TRUE,FALSE,4
R0668,6,TRUE,TRUE,FALSE,6
R0669,17,TRUE,TRUE,FALSE,5
R0670,42,TRUE,TRUE,TRUE,3
R0671,30,TRUE,TRUE,FALSE,4
R0672,31,TRUE,FALSE,FALSE,6
R0673,40,FALSE,FALSE,TRUE,10
R0674,35,TRUE,TRUE,TRUE,8
R0675,6,FALSE,TRUE,TRUE,6
R0676,47,FALSE,TRUE,TRUE,8
R0677,50,TRUE,TRUE,TRUE,6
R0678,13,TRUE,TRUE,TRUE,7
R0679,21,TRUE,FALSE,FALSE,4
R0680,45,TRUE,TRUE,TRUE,8
R0681,47,TRUE,FALSE,TRUE,10
R0682,16,TRUE,FALSE,TRUE,2
R0683,20,TRUE,TRUE,FALSE,8
R0684,35,TRUE,TRUE,FALSE,9
R0685,20,TRUE,FALSE,TRUE,6
R0686,32,TRUE,TRUE,TRUE,9
R0687,11,FALSE,FALSE,TRUE,10
R0688,13,FALSE,FALSE,TRUE,7
R0689,5,TRUE,FALSE,FALSE,2
R0690,11,FALSE,FALSE,FALSE,4
R0691,8,FALSE,FALSE,FALSE,9
R0692,6,TRUE,FALSE,FALSE,4
R0693,19,TRUE,TRUE,TRUE,3
R0694,46,TRUE,TRUE,FALSE,10
R0695,26,FALSE,FALSE,FALSE,10
R0696,24,TRUE,FALSE,TRUE,8
R0697,26,TRUE,TRUE,FALSE,5
R0698,23,FALSE,FALSE,TRUE,6
R0699,21,FALSE,TRUE,FALSE,9
R0700,49,TRUE,FALSE,TRUE,4
R0701,19,TRUE,TRUE,TRUE,8
R0702,43,FALSE,TRUE,TRUE,1
R0703,49,FALSE,TRUE,TRUE,5
R0704,38,FALSE,FALSE,TRUE,2
R0705,9,FALSE,FALSE,FALSE,6
R0706,49,FALSE,FALSE,FALSE,4
R0707,7,FALSE,TRUE,FALSE,7
R0708,16,TRUE,TRUE,TRUE,2
R0709,12,FALSE,FALSE,FALSE,7
R0710,48,FALSE,TRUE,FALSE,6
R0711,45,FALSE,TRUE,FALSE,4
R0712,18,FALSE,TRUE,TRUE,7
R0713,44,TRUE,FALSE,FALSE,5
R0714,25,TRUE,TRUE,TRUE,3
R0715,5,TRUE,TRUE,TRUE,10
R0716,16,TRUE,FALSE,FALSE,9
R0717,48,TRUE,FALSE,TRUE,2
R0718,44,TRUE,TRUE,FALSE,7
R0719,13,FALSE,FALSE,FALSE,1
R0720,8,TRUE,FALSE,TRUE,10
R0721,38,TRUE,TRUE,TRUE,9
R0722,20,FALSE,TRUE,TRUE,4
R0723,48,TRUE,FALSE,TRUE,1
R0724,47,FALSE,TRUE,FALSE,8
R0725,34,FALSE,TRUE,FALSE,3
R0726,29,TRUE,TRUE,TRUE,4
R0727,40,TRUE,FALSE,TRUE,9
R0728,27,FALSE,FALSE,FALSE,10
R0729,12,FALSE,TRUE,TRUE,5
R0730,38,FALSE,FALSE,FALSE,3
R0731,39,TRUE,FALSE,TRUE,6
R0732,20,TRUE,TRUE,FALSE,5
R0733,33,FALSE,TRUE,FALSE,2
R0734,43,FALSE,FALSE,TRUE,3
R0735,5,FALSE,FALSE,FALSE,7
R0736,9,TRUE,FALSE,TRUE,3
R0737,9,FALSE,FALSE,FALSE,10
R0738,26,TRUE,FALSE,TRUE,8
R0739,16,TRUE,FALSE,FALSE,6
R0740,16,FALSE,FALSE,TRUE,10
R0741,16,FALSE,FALSE,TRUE,7
R0742,30,FALSE,TRUE,TRUE,7
R0743,20,FALSE,FALSE,FALSE,6
R0744,47,FALSE,FALSE,FALSE,5
R0745,27,TRUE,TRUE,FALSE,9
R0746,14,FALSE,FALSE,TRUE,5
R0747,46,FALSE,TRUE,FALSE,6
R0748,23,FALSE,TRUE,FALSE,9
R0749,41,FALSE,TRUE,FALSE,9
R0750,27,TRUE,FALSE,FALSE,6
R0751,36,FALSE,TRUE,TRUE,5
R0752,46,TRUE,TRUE,FALSE,5
R0753,19,TRUE,FALSE,FALSE,3
R0754,10,TRUE,TRUE,TRUE,4
R0755,13,FALSE,FALSE,TRUE,10
R0756,11,FALSE,TRUE,FALSE,6
R0757,46,FALSE,FALSE,FALSE,10
R0758,41,FALSE,TRUE,TRUE,3
R0759,44,FALSE,TRUE,FALSE,7
R0760,48,FALSE,FALSE,TRUE,3
R0761,38,FALSE,FALSE,FALSE,2
R0762,34,FALSE,TRUE,FALSE,7
R0763,29,FALSE,TRUE,FALSE,4
R0764,34,TRUE,FALSE,TRUE,1
R0765,33,FALSE,FALSE,FALSE,1
R0766,30,FALSE,FALSE,TRUE,4
R0767,37,TRUE,TRUE,TRUE,5
R0768,17,FALSE,TRUE,TRUE,1
R0769,26,FALSE,TRUE,FALSE,9
R0770,32,FALSE,FALSE,TRUE,1
R0771,27,FALSE,FALSE,FALSE,1
R0772,31,TRUE,TRUE,FALSE,5
R0773,28,FALSE,TRUE,FALSE,9
R0774,32,FALSE,TRUE,TRUE,8
R0775,37,FALSE,FALSE,FALSE,3
R0776,42,TRUE,FALSE,FALSE,10
R0777,40,FALSE,TRUE,FALSE,2
R0778,10,TRUE,FALSE,TRUE,3
R0779,49,FALSE,TRUE,TRUE,5
R0780,33,TRUE,TRUE,FALSE,7
R0781,31,TRUE,FALSE,TRUE,2
R0782,10,FALSE,FALSE,FALSE,1
R0783,38,FALSE,TRUE,FALSE,10
R0784,23,TRUE,FALSE,FALSE,10
R0785,47,TRUE,TRUE,TRUE,7
R0786,30,FALSE,FALSE,FALSE,1
R0787,37,TRUE,FALSE,TRUE,7
R0788,46,FALSE,FALSE,TRUE,9
R0789,23,TRUE,FALSE,FALSE,1
R0790,8,TRUE,FALSE,FALSE,9
R0791,11,TRUE,TRUE,TRUE,1
R0792,18,FALSE,TRUE,TRUE,6
R0793,5,TRUE,TRUE,FALSE,1
R0794,30,FALSE,TRUE,TRUE,5
R0795,19,TRUE,TRUE,TRUE,1
R0796,36,FALSE,TRUE,FALSE,9
R0797,47,FALSE,FALSE,FALSE,10
R0798,22,FALSE,TRUE,FALSE,1
R0799,43,TRUE,TRUE,TRUE,7
R0800,48,FALSE,TRUE,FALSE,2
R0801,11,FALSE,TRUE,TRUE,8
R0802,45,TRUE,TRUE,FALSE,7
R0803,44,TRUE,TRUE,FALSE,4
R0804,45,TRUE,FALSE,TRUE,2
R0805,19,FALSE,FALSE,FALSE,2
R0806,38,TRUE,TRUE,TRUE,4
R0807,34,TRUE,TRUE,FALSE,2
R0808,31,FALSE,FALSE,TRUE,3
R0809,40,TRUE,FALSE,FALSE,2
R0810,27,FALSE,TRUE,FALSE,10
R0811,41,TRUE,TRUE,TRUE,10
R0812,26,TRUE,TRUE,TRUE,9
R0813,30,TRUE,FALSE,FALSE,1
R0814,22,TRUE,FALSE,FALSE,2
R0815,39,FALSE,TRUE,TRUE,1
R0816,40,TRUE,FALSE,TRUE,6
R0817,11,TRUE,FALSE,FALSE,8
R0818,5,TRUE,FALSE,TRUE,2
R0819,8,FALSE,TRUE,FALSE,7
R0820,32,TRUE,FALSE,TRUE,4
R0821,9,TRUE,FALSE,TRUE,6
R0822,13,TRUE,TRUE,TRUE,1
R0823,48,TRUE,FALSE,FALSE,5
R0824,43,FALSE,FALSE,FALSE,2
R0825,39,TRUE,TRUE,TRUE,7
R0826,20,TRUE,FALSE,FALSE,8
R0827,45,FALSE,FALSE,FALSE,8
R0828,15,FALSE,TRUE,FALSE,2
R0829,23,TRUE,TRUE,TRUE,9
R0830,45,FALSE,FALSE,TRUE,8
R0831,29,FALSE,TRUE,FALSE,4
R0832,16,TRUE,FALSE,FALSE,9
R0833,40,FALSE,FALSE,TRUE,5
R0834,14,FALSE,TRUE,TRUE,2
R0835,22,TRUE,FALSE,TRUE,3
R0836,10,TRUE,TRUE,TRUE,7
R0837,11,FALSE,FALSE,FALSE,7
R0838,41,TRUE,FALSE,TRUE,8
R0839,17,FALSE,TRUE,FALSE,6
R0840,41,TRUE,TRUE,FALSE,7
R0841,20,FALSE,TRUE,TRUE,5
R0842,10,TRUE,FALSE,FALSE,7
R0843,18,TRUE,TRUE,FALSE,2
R0844,30,FALSE,FALSE,TRUE,4
R0845,28,FALSE,FALSE,FALSE,3
R0846,14,TRUE,TRUE,TRUE,7
R0847,8,TRUE,TRUE,TRUE,2
R0848,43,TRUE,FALSE,TRUE,9
R0849,12,FALSE,TRUE,FALSE,8
R0850,23,FALSE,FALSE,FALSE,9
R0851,7,TRUE,TRUE,TRUE,7
R0852,15,TRUE,FALSE,TRUE,3
R0853,48,TRUE,TRUE,FALSE,8
R0854,36,FALSE,FALSE,TRUE,7
R0855,11,TRUE,FALSE,FALSE,5
R0856,32,TRUE,TRUE,TRUE,9
R0857,39,FALSE,TRUE,FALSE,2
R0858,29,TRUE,TRUE,FALSE,1
R0859,33,TRUE,FALSE,FALSE,8
R0860,25,FALSE,TRUE,TRUE,5
R0861,36,FALSE,FALSE,TRUE,4
R0862,8,TRUE,FALSE,TRUE,6
R0863,37,FALSE,TRUE,TRUE,9
R0864,27,TRUE,TRUE,FALSE,6
R0865,43,TRUE,FALSE,TRUE,8
R0866,31,TRUE,TRUE,FALSE,2
R0867,9,TRUE,FALSE,FALSE,9
R0868,20,FALSE,TRUE,FALSE,9
R0869,31,FALSE,TRUE,TRUE,10
R0870,45,FALSE,FALSE,FALSE,6
R0871,31,FALSE,TRUE,FALSE,7
R0872,40,TRUE,TRUE,FALSE,8
R0873,28,FALSE,TRUE,FALSE,6
R0874,18,FALSE,FALSE,TRUE,7
R0875,37,FALSE,TRUE,TRUE,9
R0876,19,FALSE,TRUE,FALSE,7
R0877,25,TRUE,FALSE,TRUE,2
R0878,37,TRUE,TRUE,TRUE,3
R0879,24,FALSE,TRUE,TRUE,2
R0880,41,FALSE,TRUE,TRUE,1
R0881,27,FALSE,FALSE,TRUE,9
R0882,20,TRUE,TRUE,FALSE,9
R0883,22,TRUE,TRUE,TRUE,5
R0884,45,TRUE,TRUE,TRUE,6
R0885,23,FALSE,TRUE,TRUE,5
R0886,14,TRUE,TRUE,TRUE,1
R0887,36,FALSE,FALSE,FALSE,4
R0888,24,FALSE,FALSE,TRUE,5
R0889,50,TRUE,FALSE,FALSE,6
R0890,39,TRUE,FALSE,FALSE,8
R0891,40,FALSE,FALSE,FALSE,1
R0892,46,FALSE,FALSE,TRUE,10
R0893,5,TRUE,TRUE,FALSE,2
R0894,8,TRUE,TRUE,FALSE,6
R0895,11,FALSE,TRUE,FALSE,9
R0896,6,FALSE,TRUE,TRUE,6
R0897,47,TRUE,FALSE,TRUE,1
R0898,24,FALSE,TRUE,TRUE,3
R0899,25,FALSE,FALSE,TRUE,9
R0900,26,TRUE,TRUE,FALSE,8
R0901,40,TRUE,TRUE,FALSE,4
R0902,18,FALSE,FALSE,FALSE,10
R0903,35,TRUE,FALSE,TRUE,6
R0904,19,TRUE,FALSE,FALSE,3
R0905,20,FALSE,TRUE,TRUE,1
R0906,28,TRUE,TRUE,FALSE,7
R0907,44,FALSE,FALSE,TRUE,5
R0908,36,TRUE,TRUE,FALSE,8
R0909,22,FALSE,TRUE,TRUE,6
R0910,12,FALSE,TRUE,TRUE,6
R0911,28,FALSE,TRUE,TRUE,3
R0912,45,FALSE,TRUE,TRUE,10
R0913,18,TRUE,FALSE,TRUE,9
R0914,49,FALSE,FALSE,TRUE,3
R0915,37,FALSE,TRUE,FALSE,9
R0916,40,TRUE,FALSE,FALSE,8
R0917,31,FALSE,TRUE,FALSE,2
R0918,47,TRUE,TRUE,TRUE,8
R0919,15,FALSE,TRUE,TRUE,9
R0920,43,FALSE,TRUE,FALSE,3
R0921,34,TRUE,FALSE,FALSE,7
R0922,34,FALSE,FALSE,FALSE,2
R0923,8,FALSE,TRUE,TRUE,9
R0924,48,FALSE,TRUE,TRUE,3
R0925,34,FALSE,TRUE,TRUE,3
R0926,7,FALSE,FALSE,FALSE,6
R0927,6,FALSE,FALSE,FALSE,9
R0928,28,FALSE,TRUE,FALSE,8
R0929,45,TRUE,TRUE,TRUE,6
R0930,23,FALSE,FALSE,TRUE,3
R0931,48,FALSE,TRUE,FALSE,7
R0932,8,TRUE,TRUE,FALSE,6
R0933,23,FALSE,TRUE,TRUE,9
R0934,18,FALSE,FALSE,TRUE,2
R0935,14,TRUE,TRUE,TRUE,10
R0936,6,FALSE,TRUE,FALSE,1
R0937,18,FALSE,FALSE,FALSE,3
R0938,23,FALSE,TRUE,FALSE,4
R0939,50,FALSE,TRUE,TRUE,8
R0940,10,FALSE,TRUE,TRUE,1
R0941,23,FALSE,FALSE,FALSE,2
R0942,25,TRUE,TRUE,FALSE,4
R0943,45,FALSE,TRUE,TRUE,1
R0944,46,TRUE,TRUE,TRUE,5
R0945,44,TRUE,TRUE,TRUE,2
R0946,14,TRUE,FALSE,TRUE,3
R0947,14,TRUE,TRUE,TRUE,8
R0948,24,FALSE,TRUE,TRUE,9
R0949,15,FALSE,FALSE,FALSE,2
R0950,15,FALSE,FALSE,FALSE,8
R0951,13,FALSE,FALSE,FALSE,2
R0952,33,FALSE,TRUE,FALSE,1
R0953,25,FALSE,FALSE,FALSE,10
R0954,50,FALSE,TRUE,FALSE,7
R0955,17,FALSE,FALSE,FALSE,2
R0956,46,FALSE,TRUE,TRUE,2
R0957,22,TRUE,TRUE,FALSE,5
R0958,35,TRUE,FALSE,FALSE,2
R0959,38,FALSE,FALSE,TRUE,1
R0960,26,FALSE,TRUE,TRUE,4
R0961,50,TRUE,TRUE,FALSE,1
R0962,23,TRUE,TRUE,FALSE,10
R0963,34,FALSE,FALSE,FALSE,1
R0964,17,TRUE,FALSE,FALSE,2
R0965,28,FALSE,TRUE,TRUE,3
R0966,24,TRUE,FALSE,FALSE,5
R0967,24,TRUE,FALSE,FALSE,10
R0968,45,FALSE,FALSE,FALSE,4
R0969,49,TRUE,FALSE,FALSE,5
R0970,19,TRUE,FALSE,FALSE,9
R0971,40,TRUE,TRUE,FALSE,8
R0972,30,FALSE,FALSE,TRUE,8
R0973,24,TRUE,TRUE,FALSE,10
R0974,23,TRUE,TRUE,TRUE,9
R0975,36,TRUE,TRUE,TRUE,7
R0976,26,TRUE,TRUE,TRUE,4
R0977,6,FALSE,FALSE,FALSE,2
R0978,23,TRUE,TRUE,TRUE,7
R0979,11,FALSE,TRUE,TRUE,1
R0980,43,FALSE,FALSE,FALSE,2
R0981,15,FALSE,TRUE,TRUE,3
R0982,35,FALSE,TRUE,FALSE,4
R0983,33,TRUE,FALSE,FALSE,4
R0984,17,TRUE,TRUE,TRUE,8
R0985,38,TRUE,FALSE,FALSE,6
R0986,8,TRUE,FALSE,FALSE,6
R0987,23,TRUE,FALSE,FALSE,9
R0988,24,TRUE,TRUE,FALSE,5
R0989,50,FALSE,TRUE,TRUE,4
R0990,40,TRUE,FALSE,FALSE,10
R0991,49,FALSE,FALSE,TRUE,1
R0992,11,FALSE,TRUE,FALSE,6
R0993,21,FALSE,TRUE,TRUE,3
R0994,38,TRUE,TRUE,FALSE,9
R0995,33,FALSE,TRUE,TRUE,6
R0996,50,FALSE,TRUE,TRUE,4
R0997,5,TRUE,TRUE,FALSE,9
R0998,45,TRUE,FALSE,FALSE,6
R0999,39,FALSE,FALSE,FALSE,9
R1000,37,FALSE,FALSE,FALSE,9
R1001,46,TRUE,TRUE,TRUE,1
R1002,6,FALSE,FALSE,TRUE,3
R1003,41,FALSE,FALSE,FALSE,1
R1004,48,FALSE,FALSE,FALSE,1
R1005,48,TRUE,TRUE,TRUE,2
R1006,45,TRUE,TRUE,TRUE,10
R1007,5,FALSE,FALSE,FALSE,10
R1008,42,TRUE,TRUE,FALSE,10
R1009,19,FALSE,TRUE,TRUE,5
R1010,42,TRUE,TRUE,FALSE,3
R1011,33,TRUE,TRUE,TRUE,10
R1012,26,FALSE,FALSE,TRUE,2
R1013,11,FALSE,TRUE,TRUE,1
R1014,28,FALSE,FALSE,FALSE,7
R1015,40,TRUE,FALSE,TRUE,6
R1016,21,TRUE,FALSE,FALSE,1
R1017,17,FALSE,FALSE,TRUE,2
R1018,50,FALSE,FALSE,FALSE,10
R1019,26,TRUE,FALSE,FALSE,7
R1020,23,TRUE,FALSE,TRUE,10
R1021,38,FALSE,FALSE,FALSE,2
R1022,30,FALSE,FALSE,TRUE,9
R1023,31,TRUE,TRUE,FALSE,7
R1024,23,FALSE,FALSE,TRUE,10
R1025,26,TRUE,TRUE,FALSE,2
R1026,49,FALSE,FALSE,FALSE,3
R1027,9,FALSE,FALSE,FALSE,8
R1028,28,FALSE,TRUE,FALSE,9
R1029,49,TRUE,TRUE,FALSE,7
R1030,10,FALSE,TRUE,TRUE,10
R1031,44,TRUE,FALSE,TRUE,10
R1032,47,FALSE,TRUE,TRUE,10
R1033,22,TRUE,FALSE,FALSE,6
R1034,42,FALSE,TRUE,TRUE,1
R1035,46,FALSE,TRUE,TRUE,10
R1036,33,FALSE,TRUE,TRUE,1
R1037,35,FALSE,TRUE,FALSE,1
R1038,49,TRUE,FALSE,FALSE,4
R1039,38,FALSE,TRUE,FALSE,6
R1040,35,FALSE,FALSE,FALSE,3
R1041,7,FALSE,TRUE,TRUE,3
R1042,40,TRUE,TRUE,TRUE,6
R1043,45,TRUE,TRUE,FALSE,6
R1044,25,FALSE,FALSE,FALSE,4
R1045,19,FALSE,TRUE,FALSE,10
R1046,43,TRUE,TRUE,TRUE,8
R1047,41,TRUE,FALSE,FALSE,3
R1048,23,FALSE,FALSE,FALSE,4
R1049,26,FALSE,FALSE,FALSE,3
R1050,40,TRUE,FALSE,TRUE,9
R1051,20,FALSE,TRUE,FALSE,10
R1052,42,FALSE,TRUE,FALSE,8
R1053,33,TRUE,TRUE,TRUE,3
R1054,47,TRUE,TRUE,TRUE,10
R1055,46,FALSE,TRUE,FALSE,2
R1056,43,TRUE,FALSE,FALSE,7
R1057,8,FALSE,TRUE,TRUE,3
R1058,31,FALSE,TRUE,TRUE,2
R1059,45,FALSE,TRUE,TRUE,9
R1060,8,TRUE,FALSE,TRUE,6
R1061,15,FALSE,FALSE,TRUE,4
R1062,27,TRUE,FALSE,TRUE,2
R1063,22,TRUE,FALSE,FALSE,8
R1064,31,FALSE,FALSE,TRUE,8
R1065,13,FALSE,FALSE,TRUE,1
R1066,46,FALSE,TRUE,TRUE,6
R1067,19,FALSE,FALSE,FALSE,7
R1068,33,TRUE,FALSE,TRUE,7
R1069,16,TRUE,FALSE,FALSE,7
R1070,45,TRUE,FALSE,FALSE,10
R1071,44,FALSE,FALSE,TRUE,1
R1072,6,FALSE,FALSE,FALSE,6
R1073,47,FALSE,FALSE,TRUE,1
R1074,28,TRUE,FALSE,FALSE,2
R1075,39,FALSE,TRUE,TRUE,10
R1076,44,FALSE,FALSE,TRUE,5
R1077,15,TRUE,TRUE,FALSE,5
R1078,13,TRUE,TRUE,TRUE,1
R1079,18,TRUE,FALSE,FALSE,1
R1080,25,TRUE,FALSE,FALSE,1
R1081,45,FALSE,FALSE,TRUE,10
R1082,11,FALSE,FALSE,FALSE,10
R1083,30,FALSE,FALSE,FALSE,6
R1084,13,FALSE,FALSE,TRUE,3
R1085,19,FALSE,FALSE,FALSE,2
R1086,22,FALSE,TRUE,FALSE,10
R1087,23,FALSE,TRUE,FALSE,5
R1088,16,TRUE,FALSE,TRUE,8
R1089,9,FALSE,FALSE,TRUE,3
R1090,25,TRUE,FALSE,TRUE,4
R1091,32,TRUE,TRUE,FALSE,2
R1092,21,TRUE,TRUE,FALSE,5
R1093,10,FALSE,FALSE,TRUE,2
R1094,48,FALSE,FALSE,FALSE,8
R1095,34,TRUE,TRUE,FALSE,7
R1096,6,FALSE,TRUE,TRUE,1
R1097,39,FALSE,FALSE,FALSE,7
R1098,49,TRUE,FALSE,TRUE,2
R1099,11,FALSE,FALSE,FALSE,3
R1100,20,TRUE,FALSE,TRUE,4
R1101,5,FALSE,FALSE,FALSE,9
R1102,46,TRUE,TRUE,FALSE,10
R1103,29,TRUE,FALSE,TRUE,7
R1104,26,TRUE,TRUE,FALSE,8
R1105,23,FALSE,FALSE,TRUE,5
R1106,5,TRUE,FALSE,FALSE,1
R1107,19,FALSE,FALSE,TRUE,2
R1108,7,TRUE,FALSE,TRUE,6
R1109,35,FALSE,TRUE,TRUE,7
R1110,22,FALSE,FALSE,TRUE,4
R1111,15,FALSE,TRUE,FALSE,4
R1112,5,TRUE,FALSE,FALSE,4
R1113,14,TRUE,FALSE,TRUE,8
R1114,35,TRUE,FALSE,FALSE,8
R1115,45,TRUE,FALSE,FALSE,5
R1116,31,FALSE,TRUE,TRUE,8
R1117,27,FALSE,FALSE,FALSE,6
R1118,37,TRUE,TRUE,TRUE,7
R1119,46,TRUE,FALSE,FALSE,4
R1120,13,TRUE,FALSE,TRUE,3
R1121,29,TRUE,TRUE,FALSE,10
R1122,7,TRUE,FALSE,FALSE,5
R1123,30,TRUE,FALSE,FALSE,5
R1124,30,FALSE,FALSE,TRUE,8
R1125,9,TRUE,TRUE,FALSE,3
R1126,19,TRUE,FALSE,TRUE,7
R1127,32,TRUE,TRUE,FALSE,6
R1128,39,TRUE,TRUE,FALSE,9
R1129,10,TRUE,FALSE,FALSE,5
R1130,9,FALSE,TRUE,FALSE,9
R1131,48,FALSE,FALSE,TRUE,1
R1132,25,FALSE,FALSE,TRUE,1
R1133,40,FALSE,TRUE,TRUE,2
R1134,17,FALSE,TRUE,TRUE,9
R1135,15,FALSE,FALSE,TRUE,5
R1136,22,FALSE,TRUE,FALSE,2
R1137,24,TRUE,TRUE,TRUE,2
R1138,6,FALSE,FALSE,FALSE,8
R1139,41,TRUE,FALSE,FALSE,2
R1140,9,TRUE,TRUE,TRUE,9
R1141,31,TRUE,FALSE,FALSE,7
R1142,19,TRUE,FALSE,FALSE,5
R1143,29,TRUE,FALSE,TRUE,7
R1144,24,FALSE,FALSE,TRUE,10
R1145,5,TRUE,FALSE,FALSE,10
R1146,42,FALSE,TRUE,FALSE,9
R1147,21,FALSE,TRUE,TRUE,7
R1148,43,FALSE,TRUE,FALSE,6
R1149,23,TRUE,TRUE,FALSE,5
R1150,9,FALSE,TRUE,FALSE,3
R1151,7,TRUE,TRUE,FALSE,7
R1152,27,FALSE,FALSE,TRUE,10
R1153,15,TRUE,TRUE,FALSE,1
R1154,40,FALSE,TRUE,TRUE,3
R1155,26,FALSE,FALSE,FALSE,4
R1156,49,TRUE,FALSE,FALSE,5
R1157,12,TRUE,TRUE,FALSE,1
R1158,38,TRUE,TRUE,FALSE,5
R1159,20,FALSE,TRUE,FALSE,2
R1160,42,FALSE,TRUE,FALSE,5
R1161,48,FALSE,TRUE,FALSE,1
R1162,8,FALSE,TRUE,FALSE,6
R1163,16,FALSE,FALSE,FALSE,1
R1164,14,FALSE,TRUE,TRUE,3
R1165,8,FALSE,TRUE,TRUE,3
R1166,39,TRUE,FALSE,FALSE,10
R1167,6,FALSE,FALSE,TRUE,1
R1168,31,TRUE,FALSE,FALSE,1
R1169,20,TRUE,TRUE,FALSE,10
R1170,40,FALSE,FALSE,FALSE,8
R1171,18,TRUE,FALSE,FALSE,10
R1172,31,FALSE,FALSE,FALSE,2
R1173,47,FALSE,TRUE,FALSE,2
R1174,43,FALSE,TRUE,FALSE,1
R1175,39,TRUE,TRUE,TRUE,8
R1176,26,FALSE,TRUE,TRUE,10
R1177,15,TRUE,FALSE,FALSE,3
R1178,34,FALSE,FALSE,FALSE,9
R1179,6,FALSE,FALSE,TRUE,5
R1180,26,TRUE,TRUE,TRUE,10
R1181,18,TRUE,FALSE,TRUE,5
R1182,48,TRUE,TRUE,FALSE,4
R1183,15,TRUE,TRUE,TRUE,5
R1184,38,TRUE,TRUE,TRUE,10
R1185,13,TRUE,FALSE,TRUE,3
R1186,28,TRUE,TRUE,TRUE,2
R1187,24,FALSE,TRUE,FALSE,9
R1188,36,FALSE,TRUE,FALSE,2
R1189,9,FALSE,FALSE,FALSE,7
R1190,36,TRUE,FALSE,TRUE,8
R1191,49,TRUE,FALSE,TRUE,8
R1192,46,TRUE,FALSE,TRUE,6
R1193,31,TRUE,TRUE,TRUE,5
R1194,43,TRUE,FALSE,FALSE,10
R1195,9,FALSE,FALSE,TRUE,4
R1196,25,FALSE,FALSE,FALSE,1
R1197,8,FALSE,FALSE,FALSE,9
R1198,16,TRUE,TRUE,FALSE,6
R1199,43,FALSE,TRUE,FALSE,3
R1200,31,TRUE,FALSE,TRUE,10
R1201,24,TRUE,TRUE,TRUE,9
R1202,16,TRUE,FALSE,FALSE,1
R1203,29,FALSE,FALSE,FALSE,10
R1204,37,FALSE,FALSE,TRUE,1
R1205,49,FALSE,TRUE,FALSE,9
R1206,27,FALSE,FALSE,FALSE,4
R1207,29,TRUE,TRUE,TRUE,1
R1208,19,TRUE,FALSE,FALSE,7
R1209,35,FALSE,FALSE,FALSE,3
R1210,42,TRUE,TRUE,FALSE,4
R1211,19,FALSE,FALSE,TRUE,7
R1212,23,FALSE,FALSE,FALSE,3
