GroupID,Size,WheelchairAccess,Projector,Computer,FloorPreference,Start,End
G0449,22,TRUE,FALSE,TRUE,10,8:00,9:00
G0450,32,FALSE,FALSE,TRUE,10,8:00,9:00
G0451,33,FALSE,TRUE,TRUE,-1,8:00,9:00
G0452,43,FALSE,FALSE,TRUE,3,10:20,11:20
G0453,19,FALSE,FALSE,FALSE,10,9:10,10:10
G0454,50,FALSE,TRUE,TRUE,1,9:10,10:10
G0455,43,TRUE,TRUE,TRUE,6,9:10,10:10
G0456,49,FALSE,FALSE,TRUE,10,9:10,10:10
G0457,28,TRUE,TRUE,FALSE,8,8:00,9:00
G0458,49,TRUE,FALSE,TRUE,10,10:20,11:20
G0459,46,FALSE,TRUE,FALSE,3,8:00,9:00
G0460,18,TRUE,FALSE,TRUE,7,8:00,9:00
G0461,16,TRUE,FALSE,TRUE,3,9:10,10:10
G0462,8,FALSE,TRUE,FALSE,2,8:00,9:00
G0463,19,FALSE,TRUE,TRUE,8,8:00,9:00
G0464,28,FALSE,FALSE,FALSE,4,8:00,9:00
G0465,40,FALSE,FALSE,TRUE,9,8:00,9:00
G0466,21,FALSE,FALSE,FALSE,9,8:00,9:00
G0467,32,FALSE,TRUE,FALSE,5,8:00,9:00
G0468,19,TRUE,TRUE,TRUE,6,8:00,9:00
G0469,45,FALSE,FALSE,TRUE,9,8:00,9:00
G0470,20,TRUE,TRUE,FALSE,7,8:00,9:00
G0471,16,FALSE,TRUE,FALSE,8,8:00,9:00
G0472,37,TRUE,TRUE,TRUE,-1,8:00,9:00
G0473,48,TRUE,TRUE,FALSE,6,8:00,9:00
G0474,30,FALSE,FALSE,TRUE,6,9:10,10:10
G0475,21,TRUE,TRUE,TRUE,7,8:00,9:00
G0476,5,TRUE,TRUE,TRUE,1,10:20,11:20
G0477,46,FALSE,TRUE,FALSE,9,8:00,9:00
G0478,42,TRUE,FALSE,FALSE,10,9:10,10:10
G0479,21,FALSE,TRUE,TRUE,8,9:10,10:10
G0480,22,TRUE,TRUE,FALSE,4,8:00,9:00
G0481,8,TRUE,FALSE,FALSE,9,8:00,9:00
G0482,22,TRUE,TRUE,TRUE,5,8:00,9:00
G0483,21,FALSE,TRUE,TRUE,9,8:00,9:00
G0484,43,FALSE,FALSE,FALSE,6,8:00,9:00
G0485,43,FALSE,FALSE,FALSE,8,8:00,9:00
G0486,14,FALSE,TRUE,FALSE,4,8:00,9:00
G0487,35,FALSE,FALSE,TRUE,2,8:00,9:00
G0488,6,TRUE,FALSE,TRUE,3,9:10,10:10
G0489,10,TRUE,FALSE,FALSE,1,8:00,9:00
G0490,50,TRUE,FALSE,FALSE,3,8:00,9:00
G0491,23,FALSE,FALSE,TRUE,9,8:00,9:00
G0492,29,TRUE,FALSE,FALSE,3,8:00,9:00
G0493,9,FALSE,TRUE,FALSE,8,9:10,10:10
G0494,30,FALSE,TRUE,FALSE,7,10:20,11:20
G0495,43,FALSE,TRUE,TRUE,-1,9:10,10:10
G0496,48,FALSE,TRUE,FALSE,10,9:10,10:10
G0497,14,FALSE,TRUE,TRUE,6,8:00,9:00
G0498,29,TRUE,FALSE,FALSE,6,8:00,9:00
G0499,32,FALSE,FALSE,FALSE,-1,8:00,9:00
G0500,20,TRUE,FALSE,FALSE,3,8:00,9:00
G0501,9,FALSE,TRUE,FALSE,10,8:00,9:00
G0502,39,TRUE,FALSE,TRUE,5,10:20,11:20
G0503,7,FALSE,FALSE,FALSE,-1,13:50,14:50
G0504,32,TRUE,FALSE,TRUE,8,8:00,9:00
G0505,36,TRUE,TRUE,FALSE,-1,9:10,10:10
G0506,42,FALSE,TRUE,TRUE,5,8:00,9:00
G0507,23,FALSE,TRUE,FALSE,9,8:00,9:00
G0508,30,FALSE,TRUE,FALSE,5,8:00,9:00
G0509,45,TRUE,TRUE,FALSE,5,10:20,11:20
G0510,24,FALSE,FALSE,FALSE,3,8:00,9:00
G0511,9,TRUE,FALSE,TRUE,3,8:00,9:00
G0512,34,TRUE,TRUE,TRUE,7,9:10,10:10
G0513,11,FALSE,TRUE,TRUE,4,8:00,9:00
G0514,30,TRUE,FALSE,FALSE,3,9:10,10:10
G0515,46,TRUE,FALSE,TRUE,4,8:00,9:00
G0516,40,TRUE,FALSE,TRUE,2,8:00,9:00
G0517,40,FALSE,FALSE,TRUE,7,8:00,9:00
G0518,50,TRUE,TRUE,TRUE,7,10:20,11:20
G0519,32,FALSE,FALSE,TRUE,4,8:00,9:00
G0520,31,FALSE,FALSE,TRUE,-1,8:00,9:00
G0521,34,FALSE,TRUE,TRUE,8,9:10,10:10
G0522,11,TRUE,FALSE,FALSE,-1,8:00,9:00
G0523,29,FALSE,FALSE,FALSE,3,8:00,9:00
G0524,30,FALSE,TRUE,FALSE,2,8:00,9:00
G0525,13,TRUE,FALSE,TRUE,7,8:00,9:00
G0526,8,FALSE,TRUE,FALSE,5,10:20,11:20
G0527,37,FALSE,FALSE,FALSE,-1,8:00,9:00
G0528,48,FALSE,TRUE,TRUE,6,8:00,9:00
G0529,42,FALSE,TRUE,TRUE,3,9:10,10:10
G0530,11,TRUE,FALSE,TRUE,5,8:00,9:00
G0531,20,TRUE,TRUE,TRUE,5,9:10,10:10
G0532,24,TRUE,TRUE,FALSE,-1,8:00,9:00
G0533,29,TRUE,FALSE,FALSE,8,8:00,9:00
G0534,43,TRUE,TRUE,TRUE,7,11:30,12:30
G0535,48,FALSE,TRUE,FALSE,4,9:10,10:10
G0536,47,TRUE,TRUE,FALSE,1,8:00,9:00
G0537,21,FALSE,FALSE,FALSE,4,8:00,9:00
G0538,36,TRUE,FALSE,TRUE,8,9:10,10:10
G0539,25,TRUE,TRUE,FALSE,7,8:00,9:00
G0540,5,FALSE,FALSE,TRUE,8,8:00,9:00
G0541,48,FALSE,FALSE,FALSE,3,8:00,9:00
G0542,24,FALSE,FALSE,TRUE,10,8:00,9:00
G0543,16,FALSE,TRUE,TRUE,8,9:10,10:10
G0544,13,FALSE,FALSE,FALSE,10,9:10,10:10
G0545,21,FALSE,FALSE,TRUE,4,8:00,9:00
G0546,43,FALSE,FALSE,FALSE,3,8:00,9:00
G0547,7,TRUE,FALSE,FALSE,5,8:00,9:00
G0548,15,FALSE,TRUE,TRUE,1,8:00,9:00
G0549,42,FALSE,FALSE,FALSE,10,8:00,9:00
G0550,5,TRUE,TRUE,TRUE,4,10:20,11:20
G0551,11,FALSE,FALSE,TRUE,8,8:00,9:00
G0552,18,TRUE,TRUE,FALSE,7,8:00,9:00
G0553,7,TRUE,FALSE,FALSE,4,8:00,9:00
G0554,9,FALSE,FALSE,TRUE,10,8:00,9:00
G0555,47,TRUE,FALSE,FALSE,1,9:10,10:10
G0556,42,FALSE,TRUE,TRUE,1,8:00,9:00
G0557,23,FALSE,FALSE,FALSE,6,8:00,9:00
G0558,28,FALSE,FALSE,TRUE,8,8:00,9:00
G0559,36,TRUE,TRUE,FALSE,9,8:00,9:00
G0560,18,FALSE,TRUE,TRUE,-1,8:00,9:00
G0561,26,TRUE,TRUE,FALSE,3,8:00,9:00
G0562,18,TRUE,TRUE,FALSE,10,8:00,9:00
G0563,5,FALSE,TRUE,FALSE,3,8:00,9:00
G0564,34,FALSE,TRUE,TRUE,-1,9:10,10:10
G0565,21,TRUE,FALSE,TRUE,8,8:00,9:00
G0566,42,TRUE,TRUE,TRUE,4,9:10,10:10
G0567,45,FALSE,FALSE,TRUE,9,8:00,9:00
G0568,12,TRUE,FALSE,TRUE,-1,9:10,10:10
G0569,29,FALSE,TRUE,TRUE,6,9:10,10:10
G0570,47,FALSE,FALSE,TRUE,2,8:00,9:00
G0571,46,TRUE,TRUE,FALSE,4,10:20,11:20
G0572,48,TRUE,TRUE,FALSE,9,8:00,9:00
G0573,25,TRUE,FALSE,FALSE,6,8:00,9:00
G0574,6,FALSE,FALSE,TRUE,1,8:00,9:00
G0575,30,TRUE,TRUE,FALSE,2,8:00,9:00
G0576,40,TRUE,FALSE,FALSE,10,8:00,9:00
G0577,49,FALSE,FALSE,FALSE,7,11:30,12:30
G0578,43,TRUE,TRUE,TRUE,9,8:00,9:00
G0579,49,FALSE,FALSE,TRUE,5,8:00,9:00
G0580,13,TRUE,TRUE,FALSE,5,8:00,9:00
G0581,36,FALSE,FALSE,TRUE,3,10:20,11:20
G0582,5,FALSE,FALSE,TRUE,7,8:00,9:00
G0583,23,TRUE,FALSE,FALSE,4,8:00,9:00
G0584,16,FALSE,FALSE,TRUE,6,8:00,9:00
G0585,22,TRUE,FALSE,FALSE,6,8:00,9:00
G0586,7,TRUE,TRUE,TRUE,4,9:10,10:10
G0587,46,FALSE,FALSE,FALSE,3,8:00,9:00
G0588,42,FALSE,TRUE,TRUE,9,8:00,9:00
G0589,35,TRUE,FALSE,FALSE,1,8:00,9:00
G0590,10,FALSE,FALSE,FALSE,5,9:10,10:10
G0591,38,TRUE,TRUE,FALSE,10,8:00,9:00
G0592,42,TRUE,FALSE,TRUE,-1,10:20,11:20
G0593,38,TRUE,FALSE,FALSE,-1,8:00,9:00
G0594,37,TRUE,TRUE,TRUE,5,8:00,9:00
G0595,40,FALSE,FALSE,FALSE,9,8:00,9:00
G0596,31,TRUE,FALSE,FALSE,1,8:00,9:00
G0597,22,FALSE,TRUE,FALSE,7,8:00,9:00
G0598,44,FALSE,FALSE,TRUE,7,8:00,9:00
G0599,21,FALSE,FALSE,TRUE,3,8:00,9:00
G0600,48,TRUE,TRUE,TRUE,6,15:00,16:00
G0601,44,FALSE,TRUE,TRUE,6,9:10,10:10
G0602,40,FALSE,TRUE,FALSE,2,8:00,9:00
G0603,36,FALSE,TRUE,TRUE,4,8:00,9:00
G0604,13,FALSE,FALSE,TRUE,9,9:10,10:10
G0605,15,FALSE,TRUE,TRUE,8,8:00,9:00
G0606,21,TRUE,FALSE,FALSE,-1,8:00,9:00
G0607,39,TRUE,FALSE,TRUE,6,8:00,9:00
G0608,44,FALSE,TRUE,TRUE,-1,8:00,9:00
G0609,7,FALSE,TRUE,FALSE,6,8:00,9:00
G0610,42,FALSE,TRUE,TRUE,10,8:00,9:00
G0611,44,FALSE,TRUE,TRUE,10,9:10,10:10
G0612,50,FALSE,FALSE,FALSE,5,9:10,10:10
G0613,16,FALSE,TRUE,TRUE,1,9:10,10:10
G0614,48,FALSE,FALSE,FALSE,8,8:00,9:00
G0615,8,FALSE,FALSE,FALSE,-1,8:00,9:00
G0616,19,FALSE,TRUE,FALSE,1,8:00,9:00
G0617,15,TRUE,FALSE,TRUE,4,8:00,9:00
G0618,28,FALSE,FALSE,TRUE,6,8:00,9:00
G0619,28,FALSE,TRUE,TRUE,-1,8:00,9:00
G0620,21,FALSE,FALSE,TRUE,5,8:00,9:00
G0621,49,FALSE,TRUE,FALSE,9,10:20,11:20
G0622,41,TRUE,FALSE,FALSE,7,9:10,10:10
G0623,44,FALSE,TRUE,TRUE,9,11:30,12:30
G0624,11,TRUE,FALSE,FALSE,2,8:00,9:00
G0625,26,FALSE,TRUE,TRUE,9,9:10,10:10
G0626,21,FALSE,FALSE,TRUE,8,8:00,9:00
G0627,22,TRUE,FALSE,TRUE,4,9:10,10:10
G0628,39,FALSE,FALSE,TRUE,5,8:00,9:00
G0629,40,TRUE,FALSE,TRUE,-1,8:00,9:00
G0630,30,TRUE,TRUE,TRUE,10,8:00,9:00
G0631,43,TRUE,TRUE,FALSE,1,8:00,9:00
G0632,34,TRUE,TRUE,FALSE,7,9:10,10:10
G0633,44,FALSE,FALSE,FALSE,7,8:00,9:00
G0634,37,TRUE,FALSE,TRUE,8,8:00,9:00
G0635,35,TRUE,TRUE,TRUE,4,9:10,10:10
G0636,18,FALSE,FALSE,FALSE,5,8:00,9:00
G0637,36,TRUE,TRUE,FALSE,-1,8:00,9:00
G0638,38,FALSE,FALSE,FALSE,2,8:00,9:00
G0639,32,FALSE,TRUE,FALSE,9,8:00,9:00
G0640,43,TRUE,TRUE,FALSE,10,9:10,10:10
G0641,10,FALSE,TRUE,TRUE,10,10:20,11:20
G0642,13,TRUE,FALSE,FALSE,6,8:00,9:00
G0643,43,TRUE,TRUE,FALSE,5,9:10,10:10
G0644,33,TRUE,FALSE,FALSE,4,8:00,9:00
G0645,39,TRUE,FALSE,FALSE,6,8:00,9:00
G0646,25,TRUE,FALSE,TRUE,6,8:00,9:00
G0647,36,TRUE,FALSE,FALSE,2,8:00,9:00
G0648,39,TRUE,TRUE,FALSE,5,8:00,9:00
G0649,12,TRUE,FALSE,TRUE,10,9:10,10:10
G0650,42,TRUE,FALSE,TRUE,-1,8:00,9:00
G0651,16,TRUE,FALSE,TRUE,10,8:00,9:00
G0652,34,TRUE,TRUE,TRUE,1,8:00,9:00
G0653,44,FALSE,FALSE,TRUE,-1,8:00,9:00
G0654,8,TRUE,TRUE,TRUE,6,9:10,10:10
G0655,36,TRUE,TRUE,FALSE,9,8:00,9:00
G0656,24,FALSE,FALSE,FALSE,7,8:00,9:00
G0657,20,FALSE,TRUE,FALSE,5,8:00,9:00
G0658,8,TRUE,FALSE,TRUE,5,8:00,9:00
G0659,43,TRUE,FALSE,FALSE,-1,9:10,10:10
G0660,12,TRUE,FALSE,TRUE,10,11:30,12:30
G0661,43,FALSE,FALSE,TRUE,9,8:00,9:00
G0662,42,FALSE,TRUE,TRUE,7,8:00,9:00
G0663,38,FALSE,FALSE,FALSE,-1,8:00,9:00
G0664,48,FALSE,TRUE,FALSE,8,9:10,10:10
G0665,20,TRUE,TRUE,TRUE,2,8:00,9:00
G0666,32,FALSE,TRUE,TRUE,7,8:00,9:00
G0667,47,TRUE,TRUE,TRUE,5,8:00,9:00
G0668,19,FALSE,FALSE,FALSE,8,8:00,9:00
G0669,8,TRUE,FALSE,FALSE,2,8:00,9:00
G0670,43,FALSE,TRUE,FALSE,4,8:00,9:00
G0671,17,TRUE,FALSE,TRUE,9,9:10,10:10
G0672,9,TRUE,FALSE,FALSE,7,8:00,9:00
G0673,32,TRUE,FALSE,FALSE,-1,9:10,10:10
G0674,45,FALSE,FALSE,TRUE,5,8:00,9:00
G0675,7,FALSE,TRUE,TRUE,1,8:00,9:00
G0676,34,FALSE,FALSE,FALSE,3,8:00,9:00
G0677,18,TRUE,TRUE,TRUE,10,9:10,10:10
G0678,42,TRUE,FALSE,TRUE,10,10:20,11:20
G0679,29,TRUE,FALSE,FALSE,5,8:00,9:00
G0680,17,FALSE,FALSE,FALSE,3,9:10,10:10
G0681,7,TRUE,TRUE,FALSE,3,8:00,9:00
G0682,50,TRUE,TRUE,TRUE,10,11:30,12:30
G0683,35,FALSE,FALSE,FALSE,7,8:00,9:00
G0684,49,FALSE,TRUE,TRUE,7,9:10,10:10
G0685,20,TRUE,FALSE,FALSE,-1,8:00,9:00
G0686,36,FALSE,FALSE,TRUE,9,9:10,10:10
G0687,6,TRUE,TRUE,TRUE,5,8:00,9:00
G0688,6,TRUE,FALSE,TRUE,1,8:00,9:00
G0689,13,TRUE,FALSE,FALSE,6,8:00,9:00
G0690,46,TRUE,FALSE,TRUE,1,10:20,11:20
G0691,33,FALSE,FALSE,FALSE,8,8:00,9:00
G0692,39,TRUE,TRUE,TRUE,1,9:10,10:10
G0693,26,FALSE,TRUE,FALSE,5,8:00,9:00
G0694,14,TRUE,FALSE,FALSE,8,8:00,9:00
G0695,39,FALSE,TRUE,TRUE,9,9:10,10:10
G0696,29,FALSE,FALSE,FALSE,7,8:00,9:00
G0697,30,FALSE,FALSE,TRUE,9,8:00,9:00
G0698,29,FALSE,TRUE,FALSE,2,8:00,9:00
G0699,40,TRUE,TRUE,TRUE,3,8:00,9:00
G0700,17,FALSE,TRUE,TRUE,7,8:00,9:00
G0701,12,FALSE,FALSE,TRUE,3,8:00,9:00
G0702,22,FALSE,FALSE,FALSE,4,8:00,9:00
G0703,7,FALSE,TRUE,FALSE,8,8:00,9:00
G0704,39,TRUE,TRUE,TRUE,10,10:20,11:20
G0705,25,FALSE,TRUE,FALSE,6,8:00,9:00
G0706,40,FALSE,TRUE,FALSE,7,9:10,10:10
G0707,36,TRUE,FALSE,TRUE,1,9:10,10:10
G0708,29,FALSE,TRUE,FALSE,8,8:00,9:00
G0709,21,FALSE,TRUE,FALSE,8,8:00,9:00
G0710,34,TRUE,FALSE,TRUE,4,9:10,10:10
G0711,40,TRUE,TRUE,FALSE,9,8:00,9:00
G0712,34,FALSE,FALSE,FALSE,10,8:00,9:00
G0713,21,FALSE,TRUE,FALSE,6,8:00,9:00
G0714,24,TRUE,TRUE,TRUE,6,9:10,10:10
G0715,13,TRUE,FALSE,TRUE,8,8:00,9:00
G0716,41,FALSE,FALSE,FALSE,1,8:00,9:00
G0717,27,TRUE,FALSE,TRUE,9,9:10,10:10
G0718,40,TRUE,TRUE,TRUE,5,9:10,10:10
G0719,5,TRUE,TRUE,FALSE,8,9:10,10:10
G0720,33,TRUE,FALSE,FALSE,10,9:10,10:10
G0721,44,FALSE,FALSE,FALSE,6,11:30,12:30
G0722,11,FALSE,TRUE,FALSE,10,8:00,9:00
G0723,13,FALSE,FALSE,FALSE,8,8:00,9:00
G0724,39,FALSE,TRUE,TRUE,2,8:00,9:00
G0725,10,TRUE,FALSE,TRUE,7,8:00,9:00
G0726,44,FALSE,FALSE,TRUE,4,10:20,11:20
G0727,10,TRUE,TRUE,TRUE,7,8:00,9:00
G0728,47,FALSE,FALSE,TRUE,9,8:00,9:00
G0729,41,TRUE,TRUE,TRUE,2,10:20,11:20
G0730,13,TRUE,TRUE,FALSE,3,8:00,9:00
G0731,13,FALSE,TRUE,TRUE,6,8:00,9:00
G0732,23,FALSE,TRUE,FALSE,10,8:00,9:00
G0733,50,TRUE,FALSE,TRUE,9,9:10,10:10
G0734,7,TRUE,FALSE,TRUE,3,8:00,9:00
G0735,12,TRUE,TRUE,TRUE,6,8:00,9:00
G0736,36,FALSE,TRUE,TRUE,4,9:10,10:10
G0737,47,TRUE,FALSE,FALSE,8,9:10,10:10
G0738,39,TRUE,TRUE,TRUE,4,8:00,9:00
G0739,13,FALSE,TRUE,FALSE,-1,8:00,9:00
G0740,19,TRUE,TRUE,FALSE,2,8:00,9:00
G0741,46,FALSE,FALSE,FALSE,1,8:00,9:00
G0742,15,FALSE,FALSE,FALSE,8,8:00,9:00
G0743,42,TRUE,FALSE,FALSE,2,8:00,9:00
G0744,14,FALSE,TRUE,TRUE,7,8:00,9:00
G0745,20,TRUE,TRUE,TRUE,-1,8:00,9:00
G0746,6,FALSE,FALSE,TRUE,-1,8:00,9:00
G0747,42,FALSE,TRUE,FALSE,2,11:30,12:30
G0748,25,FALSE,FALSE,TRUE,1,8:00,9:00
G0749,39,FALSE,TRUE,FALSE,8,8:00,9:00
G0750,14,TRUE,FALSE,FALSE,6,8:00,9:00
G0751,36,FALSE,FALSE,TRUE,1,10:20,11:20
G0752,46,FALSE,FALSE,TRUE,3,9:10,10:10
G0753,20,TRUE,TRUE,FALSE,4,8:00,9:00
G0754,5,TRUE,TRUE,TRUE,9,9:10,10:10
G0755,25,TRUE,TRUE,FALSE,5,9:10,10:10
G0756,21,FALSE,FALSE,TRUE,1,8:00,9:00
G0757,6,FALSE,FALSE,FALSE,7,8:00,9:00
G0758,31,FALSE,TRUE,FALSE,6,8:00,9:00
G0759,36,TRUE,FALSE,FALSE,5,8:00,9:00
G0760,27,FALSE,TRUE,FALSE,2,8:00,9:00
G0761,40,TRUE,FALSE,TRUE,7,9:10,10:10
G0762,38,TRUE,TRUE,TRUE,5,9:10,10:10
G0763,39,TRUE,TRUE,TRUE,8,10:20,11:20
G0764,27,TRUE,FALSE,FALSE,2,8:00,9:00
G0765,21,FALSE,TRUE,TRUE,7,8:00,9:00
G0766,34,TRUE,TRUE,FALSE,3,8:00,9:00
G0767,40,FALSE,TRUE,TRUE,5,9:10,10:10
G0768,28,FALSE,FALSE,FALSE,1,8:00,9:00
G0769,34,FALSE,TRUE,FALSE,10,8:00,9:00
G0770,9,FALSE,FALSE,FALSE,-1,8:00,9:00
G0771,20,TRUE,TRUE,FALSE,2,9:10,10:10
G0772,46,FALSE,TRUE,TRUE,7,8:00,9:00
G0773,11,FALSE,TRUE,FALSE,6,8:00,9:00
G0774,19,FALSE,FALSE,FALSE,-1,8:00,9:00
G0775,15,TRUE,TRUE,TRUE,5,10:20,11:20
G0776,9,TRUE,TRUE,FALSE,3,8:00,9:00
G0777,47,FALSE,FALSE,FALSE,5,8:00,9:00
G0778,5,TRUE,FALSE,TRUE,1,8:00,9:00
G0779,7,FALSE,TRUE,FALSE,7,10:20,11:20
G0780,37,FALSE,FALSE,TRUE,6,8:00,9:00
G0781,34,TRUE,FALSE,FALSE,5,8:00,9:00
G0782,48,TRUE,FALSE,TRUE,5,9:10,10:10
G0783,48,FALSE,TRUE,TRUE,5,10:20,11:20
G0784,33,FALSE,FALSE,FALSE,-1,9:10,10:10
G0785,48,TRUE,FALSE,TRUE,6,8:00,9:00
G0786,42,FALSE,TRUE,TRUE,10,8:00,9:00
G0787,41,TRUE,FALSE,TRUE,2,8:00,9:00
G0788,36,TRUE,FALSE,FALSE,2,8:00,9:00
G0789,38,FALSE,FALSE,FALSE,10,8:00,9:00
G0790,8,FALSE,TRUE,FALSE,9,8:00,9:00
G0791,16,FALSE,TRUE,TRUE,7,8:00,9:00
G0792,32,TRUE,TRUE,FALSE,6,12:40,13:40
G0793,42,FALSE,TRUE,TRUE,9,10:20,11:20
G0794,21,TRUE,FALSE,TRUE,1,8:00,9:00
G0795,42,FALSE,FALSE,FALSE,7,8:00,9:00
G0796,9,TRUE,TRUE,TRUE,2,8:00,9:00
G0797,18,TRUE,TRUE,TRUE,9,8:00,9:00
G0798,25,TRUE,FALSE,TRUE,9,8:00,9:00
G0799,48,TRUE,FALSE,TRUE,10,12:40,13:40
G0800,35,TRUE,FALSE,FALSE,5,8:00,9:00
G0801,47,FALSE,FALSE,FALSE,3,8:00,9:00
G0802,24,TRUE,TRUE,FALSE,4,8:00,9:00
G0803,32,TRUE,FALSE,TRUE,7,9:10,10:10
G0804,36,FALSE,FALSE,FALSE,3,8:00,9:00
G0805,26,FALSE,FALSE,TRUE,3,8:00,9:00
G0806,12,FALSE,FALSE,FALSE,7,8:00,9:00
G0807,14,TRUE,FALSE,TRUE,8,9:10,10:10
G0808,14,TRUE,TRUE,FALSE,9,9:10,10:10
G0809,36,FALSE,FALSE,FALSE,6,8:00,9:00
G0810,41,TRUE,TRUE,FALSE,2,9:10,10:10
G0811,17,FALSE,FALSE,FALSE,-1,8:00,9:00
G0812,33,FALSE,TRUE,TRUE,10,8:00,9:00
G0813,46,FALSE,FALSE,FALSE,3,9:10,10:10
G0814,27,FALSE,TRUE,FALSE,4,9:10,10:10
G0815,19,FALSE,FALSE,FALSE,2,8:00,9:00
G0816,9,TRUE,FALSE,TRUE,6,8:00,9:00
G0817,21,FALSE,TRUE,TRUE,2,8:00,9:00
G0818,47,FALSE,TRUE,TRUE,2,8:00,9:00
G0819,36,TRUE,TRUE,TRUE,10,8:00,9:00
G0820,36,FALSE,FALSE,TRUE,10,8:00,9:00
G0821,41,FALSE,FALSE,TRUE,1,8:00,9:00
G0822,16,FALSE,TRUE,FALSE,7,8:00,9:00
G0823,18,FALSE,FALSE,TRUE,9,8:00,9:00
G0824,12,FALSE,FALSE,FALSE,9,8:00,9:00
G0825,33,FALSE,FALSE,TRUE,9,10:20,11:20
G0826,31,TRUE,FALSE,FALSE,5,11:30,12:30
G0827,12,TRUE,FALSE,FALSE,1,9:10,10:10
G0828,27,TRUE,TRUE,FALSE,5,8:00,9:00
G0829,38,FALSE,TRUE,FALSE,-1,8:00,9:00
G0830,20,FALSE,TRUE,TRUE,6,9:10,10:10
G0831,14,FALSE,FALSE,FALSE,6,8:00,9:00
G0832,38,TRUE,TRUE,TRUE,5,9:10,10:10
G0833,12,FALSE,TRUE,TRUE,7,8:00,9:00
G0834,16,FALSE,TRUE,TRUE,3,8:00,9:00
G0835,14,FALSE,FALSE,FALSE,6,8:00,9:00
G0836,38,FALSE,TRUE,FALSE,6,8:00,9:00
G0837,25,TRUE,TRUE,TRUE,5,8:00,9:00
G0838,48,TRUE,FALSE,TRUE,8,10:20,11:20
G0839,10,FALSE,TRUE,TRUE,-1,8:00,9:00
G0840,47,TRUE,FALSE,FALSE,5,10:20,11:20
G0841,43,FALSE,FALSE,TRUE,4,10:20,11:20
G0842,44,FALSE,TRUE,TRUE,-1,8:00,9:00
G0843,44,FALSE,FALSE,TRUE,3,10:20,11:20
G0844,14,TRUE,TRUE,FALSE,2,10:20,11:20
G0845,48,TRUE,FALSE,TRUE,8,9:10,10:10
G0846,10,FALSE,FALSE,TRUE,9,9:10,10:10
G0847,40,TRUE,FALSE,FALSE,3,8:00,9:00
G0848,32,FALSE,FALSE,FALSE,1,8:00,9:00
G0849,18,TRUE,TRUE,FALSE,10,10:20,11:20
G0850,9,FALSE,TRUE,FALSE,9,8:00,9:00
G0851,39,FALSE,TRUE,TRUE,1,11:30,12:30
G0852,14,FALSE,FALSE,FALSE,9,9:10,10:10
G0853,47,TRUE,TRUE,FALSE,9,9:10,10:10
G0854,44,FALSE,TRUE,TRUE,4,9:10,10:10
G0855,30,FALSE,FALSE,TRUE,-1,8:00,9:00
G0856,19,TRUE,TRUE,FALSE,8,8:00,9:00
G0857,7,FALSE,FALSE,TRUE,5,8:00,9:00
G0858,28,TRUE,FALSE,TRUE,1,8:00,9:00
G0859,31,TRUE,TRUE,TRUE,1,8:00,9:00
G0860,29,FALSE,FALSE,TRUE,8,9:10,10:10
G0861,48,TRUE,FALSE,FALSE,10,13:50,14:50
G0862,16,FALSE,TRUE,FALSE,4,8:00,9:00
G0863,26,TRUE,TRUE,FALSE,1,8:00,9:00
G0864,42,FALSE,FALSE,TRUE,1,9:10,10:10
G0865,10,TRUE,FALSE,FALSE,5,8:00,9:00
G0866,49,FALSE,TRUE,FALSE,10,8:00,9:00
G0867,26,TRUE,TRUE,FALSE,3,11:30,12:30
G0868,43,TRUE,TRUE,TRUE,10,9:10,10:10
G0869,27,FALSE,FALSE,FALSE,7,8:00,9:00
G0870,40,TRUE,TRUE,FALSE,-1,8:00,9:00
G0871,9,TRUE,FALSE,FALSE,3,9:10,10:10
G0872,7,TRUE,TRUE,FALSE,2,8:00,9:00
G0873,47,FALSE,FALSE,FALSE,10,8:00,9:00
G0874,24,FALSE,TRUE,TRUE,7,8:00,9:00
G0875,40,TRUE,TRUE,TRUE,10,9:10,10:10
G0876,5,FALSE,FALSE,FALSE,-1,8:00,9:00
G0877,44,TRUE,FALSE,TRUE,2,8:00,9:00
G0878,43,FALSE,FALSE,FALSE,10,8:00,9:00
G0879,46,FALSE,TRUE,TRUE,2,8:00,9:00
G0880,16,TRUE,FALSE,FALSE,8,10:20,11:20
G0881,32,FALSE,FALSE,FALSE,4,8:00,9:00
G0882,5,FALSE,FALSE,TRUE,5,8:00,9:00
G0883,38,TRUE,TRUE,FALSE,6,8:00,9:00
G0884,44,TRUE,FALSE,FALSE,4,8:00,9:00
G0885,32,TRUE,TRUE,FALSE,3,8:00,9:00
G0886,10,FALSE,TRUE,FALSE,4,8:00,9:00
G0887,17,FALSE,TRUE,TRUE,-1,8:00,9:00
G0888,30,FALSE,TRUE,TRUE,4,11:30,12:30
G0889,12,FALSE,TRUE,TRUE,5,9:10,10:10
G0890,45,FALSE,TRUE,FALSE,10,9:10,10:10
G0891,23,FALSE,TRUE,FALSE,6,8:00,9:00
G0892,43,FALSE,FALSE,TRUE,8,8:00,9:00
G0893,50,TRUE,FALSE,FALSE,6,9:10,10:10
G0894,12,FALSE,FALSE,FALSE,8,8:00,9:00
G0895,7,FALSE,TRUE,TRUE,-1,8:00,9:00
G0896,39,TRUE,TRUE,FALSE,-1,10:20,11:20
G0897,9,FALSE,TRUE,TRUE,5,9:10,10:10
